Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
7:15	qi1k		rc://*/ta/man/translate/writing-pronouns	אַרְאֶ֖⁠נּוּ	1	The pronoun **I** refers to Yahweh, who begins to speak here, and the pronoun **him** refers to the people of Israel. It may be helpful to clarify this for your readers. Alternate translation: [I, Yahweh, will make my people Israel see]
7:15	myzp		rc://*/ta/man/translate/figs-abstractnouns	נִפְלָאֽוֹת	1	If your language does not use an abstract noun for the idea of **wonders**, you could express the same idea in another way. Alternate translation: [marvelous things that I do]
7:16	bs76		rc://*/ta/man/translate/figs-ellipsis	יִרְא֤וּ גוֹיִם֙	1	Micah is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context of the previous verse if that would be clearer in your language. Alternate translation: [The nations will see what Yahweh has done]
7:16	loqo		rc://*/ta/man/translate/figs-abstractnouns	גְּבֽוּרָתָ֑⁠ם	1	If your language does not use an abstract noun for the idea of **might**, you could express the same idea in another way. Alternate translation: [the mighty things they thought they had done]
7:16	axbs		rc://*/ta/man/translate/figs-idiom	יָשִׂ֤ימוּ יָד֙ עַל־פֶּ֔ה	1	Micah is using **put a hand over mouth** as a common expression of the culture to mean “be too astonished to speak.” If this phrase does not have that meaning for your readers, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [They will be too astonished to speak]
7:16	fjyc		rc://*/ta/man/translate/figs-metonymy	אָזְנֵי⁠הֶ֖ם תֶּחֱרַֽשְׁנָה	1	Here, **their ears** represents their ability to hear. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [they will lose their ability to hear]
7:17	iil3		rc://*/ta/man/translate/figs-simile	יְלַחֲכ֤וּ עָפָר֙ כַּ⁠נָּחָ֔שׁ	1	The point of this comparison is that just as **the serpent** crawls low along the ground in the dust, so will the nations be brought low before Yahweh. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [They will be brought low, licking the dust like the serpent that crawls along the ground]
7:17	c95q		rc://*/ta/man/translate/writing-pronouns	יְלַחֲכ֤וּ	1	The pronoun **They**, here and throughout this verse, refers to the nations mentioned in the previous verse. It may be helpful to clarify this for your readers. Alternate translation: [The nations will lick]
7:17	iogd		rc://*/ta/man/translate/figs-simile	כְּ⁠זֹחֲלֵ֣י אֶ֔רֶץ	1	The point of this comparison is that just as **crawling things of the earth** creep along the ground, so will the nations come out of their strongholds in fear and humiliation. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [like creatures that creep along the ground in fear]
7:17	c7t5		rc://*/ta/man/translate/figs-possession	אֱלֹהֵ֨י⁠נוּ֙	1	Micah is using this possessive form **our God** to mean that Yahweh is the God whom he and his people worship, not that they possess or control him. If it would be helpful in your language, you could state this explicitly as modeled in the UST.
7:17	hv2b		rc://*/ta/man/translate/writing-pronouns	מִמֶּֽ⁠ךָּ	1	The pronoun **you** could refer to: (1) Yahweh, since his judgment makes sinners afraid, and the next verse addresses Yahweh directly, or (2) Israel, since Israel is addressed directly in verse 15, with no indication that that has changed. Alternate translation: [because of you, Israel]
7:18	eugl		rc://*/ta/man/translate/figs-rquestion	מִי־אֵ֣ל כָּמ֗וֹ⁠ךָ נֹשֵׂ֤א עָוֺן֙ וְ⁠עֹבֵ֣ר עַל־פֶּ֔שַׁע לִ⁠שְׁאֵרִ֖ית נַחֲלָת֑⁠וֹ	1	Micah is using the question form to declare that no other god is like Yahweh. If a speaker of your language would not use the question form for that purpose, you could translate this as a statement or as an exclamation. Alternate translation: [No other God is like you, Yahweh, bearing iniquity and passing over transgression for the remnant of his inheritance!]
7:18	ck3b		rc://*/ta/man/translate/figs-doublet	נֹשֵׂ֤א עָוֺן֙ וְ⁠עֹבֵ֣ר עַל־פֶּ֔שַׁע	1	The expressions **bearing iniquity** and **passing over transgression** mean similar things. Micah is using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: [fully forgiving all the sinful actions]
7:18	gq63		rc://*/ta/man/translate/figs-abstractnouns	עָוֺן֙	1	If your language does not use an abstract noun for the idea of **iniquity**, you could express the same idea in another way. Alternate translation: [the bad things people do]
7:18	gn8t		rc://*/ta/man/translate/figs-abstractnouns	פֶּ֔שַׁע	1	If your language does not use an abstract noun for the idea of **transgression**, you could express the same idea in another way. Alternate translation: [what people have done wrong]
7:18	wujn		rc://*/ta/man/translate/figs-possession	לִ⁠שְׁאֵרִ֖ית נַחֲלָת֑⁠וֹ	1	Micah is using the possessive form to describe **the remnant** that is characterized by being **his inheritance**, that is, the people who belong to Yahweh who have remained faithful to him. If a speaker of your language would not use the possessive form for this, you could express this idea in another way. Alternate translation: [for those people who belong to him because they are still faithful to him]
7:18	velc		rc://*/ta/man/translate/figs-123person	נַחֲלָת֑⁠וֹ	1	Even though Micah is addressing Yahweh directly, he is speaking of him in the third person using **his** and “he”. If it would be helpful in your language, you could translate these pronouns throughout this section in the second person for consistency as modeled in the UST.
7:18	pvhi		rc://*/ta/man/translate/figs-metonymy	לֹא־הֶחֱזִ֤יק לָ⁠עַד֙ אַפּ֔⁠וֹ	1	Here, **his nose** represents Yahweh’s anger. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [He does not hold on to his anger forever]
7:18	x20w		rc://*/ta/man/translate/figs-abstractnouns	חֶ֖סֶד	1	If your language does not use an abstract noun for the idea of **covenant faithfulness**, you could express the same idea in another way. Alternate translation: [being faithful to his covenant]
7:19	izph		rc://*/ta/man/translate/figs-metaphor	יִכְבֹּ֖שׁ עֲוֺֽנֹתֵ֑י⁠נוּ	1	Here Micah is speaking as if the sins of his people were enemies that Yahweh will **subdue**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [He will overcome the power of our iniquities]
7:19	iq51		rc://*/ta/man/translate/writing-pronouns	עֲוֺֽנֹתֵ֑י⁠נוּ וְ⁠תַשְׁלִ֛יךְ בִּ⁠מְצֻל֥וֹת יָ֖ם כָּל־חַטֹּאותָֽ⁠ם	1	The pronouns **our** and **their** both refer to Micah and his people. It may be helpful to clarify this for your readers. Alternate translation: [all of our people’s iniquities, and you will throw into the depths of the sea all of our sins]
7:19	lpam		rc://*/ta/man/translate/figs-abstractnouns	עֲוֺֽנֹתֵ֑י⁠נוּ	1	If your language does not use an abstract noun for the idea of **iniquities**, you could express the same idea in another way. Alternate translation: [the wicked things we have done]
7:19	ar5w		rc://*/ta/man/translate/figs-metaphor	וְ⁠תַשְׁלִ֛יךְ בִּ⁠מְצֻל֥וֹת יָ֖ם כָּל־חַטֹּאותָֽ⁠ם	1	Here Micah is speaking as if the sins of his people were objects that Yahweh could **throw into the depths of the sea**, where no one could ever recover them. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [and you will completely remove all of their sins forever]
7:19	tcol		rc://*/ta/man/translate/writing-pronouns	וְ⁠תַשְׁלִ֛יךְ	1	The pronoun **you** refers to Yahweh, whom Micah addresses directly here after speaking about him in the previous sentence. It may be helpful to clarify this for your readers. Alternate translation: [and you, Yahweh, will throw]
7:20	creq		rc://*/ta/man/translate/figs-abstractnouns	אֱמֶת֙	1	If your language does not use an abstract noun for the idea of **trustworthiness**, you could express the same idea in another way. Alternate translation: [proof that you are trustworthy]
7:20	ha5s		rc://*/ta/man/translate/figs-metonymy	לְ⁠יַֽעֲקֹ֔ב חֶ֖סֶד לְ⁠אַבְרָהָ֑ם	1	Here, **Jacob** and **Abraham** represent the descendants of these two men. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [to Jacob’s descendants, covenant faithfulness to those who descended from Abraham]
7:20	syoq		rc://*/ta/man/translate/figs-abstractnouns	חֶ֖סֶד לְ⁠אַבְרָהָ֑ם	1	If your language does not use an abstract noun for the idea of **covenant faithfulness**, you could express the same idea in another way. Alternate translation: [you will faithfully keep the covenant promise you made to Abraham]
7:20	wqxo		rc://*/ta/man/translate/figs-metonymy	לַ⁠אֲבֹתֵ֖י⁠נוּ	1	Here, **fathers** represents “ancestors.” If it would be helpful in your language, you could use an equivalent expression or plain language as modeled in the UST.
