Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
29:11	j1zu		rc://*/ta/man/translate/figs-yousingular	בְּ⁠קֶ֣רֶב מַחֲנֶ֑י⁠ךָ & עֵצֶ֔י⁠ךָ & מֵימֶֽי⁠ךָ	1	The word **you** and the last two words **your** are singular here, so use the singular form in your translation if your language marks that distinction.
29:12	rsiw		rc://*/ta/man/translate/figs-metaphor	לְ⁠עָבְרְ⁠ךָ֗ בִּ⁠בְרִ֛ית	1	Here Moses is speaking of being part of a covenant as if it were **entering into** a physical location. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [to join the covenant of] or [to become part of the covenant of]
29:12	otxi		rc://*/ta/man/translate/figs-idiom	כֹּרֵ֥ת	1	See how you translated the similar expression “to cut” as it relates to “the covenant” in [verse 1](../29/01.md).
29:13	xv37		rc://*/ta/man/translate/figs-metaphor	הָקִֽים־אֹתְ⁠ךָ֩ הַ⁠יּ֨וֹם & לְ⁠עָ֗ם	1	Here Moses is speaking of God establishing the Israelites as his covenant people as if he would **raise** them **up** physically to a high place. This image suggests that God established them in a position of honor and distinction. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [he may establish you today as a people]
29:13	avuf		rc://*/ta/man/translate/figs-metaphor	לַ⁠אֲבֹתֶ֔י⁠ךָ	1	Here Moses is using the term **fathers** to mean “ancestors.” If it would be helpful in your language, you could state the meaning plainly as modeled in the UST.
29:14	hq3a		rc://*/ta/man/translate/figs-idiom	אָנֹכִ֗י כֹּרֵת֙	1	See how you translated the similar expression “to cut” as it relates to “the covenant” in [verse 1](../29/01.md).
29:15	d9cq		rc://*/ta/man/translate/figs-explicit	וְ⁠אֵ֨ת אֲשֶׁ֥ר אֵינֶ֛⁠נּוּ פֹּ֖ה עִמָּ֥⁠נוּ הַ⁠יּֽוֹם	1	The implication is that Moses is referring to the future descendants of the Israelites who are present. You could include this information if that would be helpful to your readers. Alternate translation: [and with our future generations]
29:17	vnq2		rc://*/ta/man/translate/figs-abstractnouns	אֶת־שִׁקּ֣וּצֵי⁠הֶ֔ם	1	If your language does not use an abstract noun for the idea of **abominations**, you could express the same idea in another way. Alternate translation: [the abominable things they did] or [their disgusting practices]
29:18	hw2t		rc://*/ta/man/translate/grammar-connect-logic-goal	פֶּן־יֵ֣שׁ בָּ֠⁠כֶם אִ֣ישׁ	1	Moses is using the word translated as **lest** to introduce an outcome that he does not want to happen. Because of this, he first gives the Israelites an instruction to follow in [verse 9](../29/09.md). They should “keep the words of this covenant” so that this will not happen. Use a connector in your language that makes it clear that avoiding this outcome is the purpose of the instruction. Alternate translation: [so that there will not be among you a man]
29:18	j319		rc://*/ta/man/translate/figs-genericnoun	אִ֣ישׁ אוֹ־אִשָּׁ֞ה א֧וֹ מִשְׁפָּחָ֣ה אוֹ־שֵׁ֗בֶט	1	Here, **a man or woman or clan or tribe** represents people in general at every level of society, not specific individuals or groups. If it would be helpful to your readers, you could use expressions that would be more natural in your language. Alternate translation: [any person or family or tribal group] or [anyone at any level of your community]
29:18	mdnk		rc://*/ta/man/translate/figs-metaphor	אֲשֶׁר֩ לְבָב֨⁠וֹ פֹנֶ֤ה הַ⁠יּוֹם֙ מֵ⁠עִם֙ יְהוָ֣ה	1	Moses uses the **heart** to represent where a person’s will and emotions exist. He is speaking of disobeying Yahweh as if one **is turning away** from walking on a path that follows Yahweh. You may have comparable expressions in your language, or you could state the meaning plainly. Alternate translation: [who decides today to disobey Yahweh]
29:18	u490		rc://*/ta/man/translate/grammar-connect-logic-goal	פֶּן־יֵ֣שׁ בָּ⁠כֶ֗ם	1	Moses is continuing to describe the undesired outcome of not keeping his covenant introduced at the beginning of this verse. Use a connector in your language that makes it clear that avoiding this outcome is the purpose of the instruction. Alternate translation: [so that there will not be among you]
29:18	dnd1		rc://*/ta/man/translate/figs-metaphor	שֹׁ֛רֶשׁ פֹּרֶ֥ה רֹ֖אשׁ וְ⁠לַעֲנָֽה	1	Here Moses is speaking of a person who disobeys Yahweh as if that person were **a root bearing gall and wormwood**. This image emphasizes how such a person will produce bitter and harmful consequences for the community. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [a person who brings trouble and bitterness]
29:18	suvw		rc://*/ta/man/translate/translate-unknown	רֹ֖אשׁ וְ⁠לַעֲנָֽה	1	The terms **gall** and **wormwood** are kinds of bitter plants. If your readers would not be familiar with what gall and wormwood are, you could use the names of similar plants that your readers would recognize, or you could use a more general term. Alternate translation: [bitter and poisonous plants]
29:19	l6sx		rc://*/ta/man/translate/figs-rpronouns	וְ⁠הִתְבָּרֵ֨ךְ בִּ⁠לְבָב֤⁠וֹ	1	The word **himself** is used here to indicate that the object of the verb is the same as the subject of the verb. The person who blesses and the person who receives the blessing are the same individual. Use a way that is natural in your language to indicate that the same person fills two roles in the sentence.
29:19	rhpu		rc://*/ta/man/translate/figs-idiom	וְ⁠הִתְבָּרֵ֨ךְ בִּ⁠לְבָב֤⁠וֹ	1	Moses is using **bless himself in his heart** as a common expression of his culture to mean “congratulate himself” or “think that he will be safe.” If this phrase does not have that meaning in your language, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [then he will tell himself that he will be fine] or [then he will convince himself that nothing bad will happen to him]
29:19	h3dm		rc://*/ta/man/translate/writing-quotations	לֵ⁠אמֹר֙	1	The term **saying** introduces a direct quotation. In your translation, use a natural way of introducing direct quotations in your language. It may not be necessary to represent this term explicitly.
29:19	vrt5		rc://*/ta/man/translate/figs-metaphor	שָׁל֣וֹם יִֽהְיֶה־לִּ֔⁠י כִּ֛י בִּ⁠שְׁרִר֥וּת לִבִּ֖⁠י אֵלֵ֑ךְ	1	Here this person is speaking of living as if it were literally **walking**. He also uses **heart** to refer to where one’s stubborn desires exist. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [I will have peace, though I live according to the stubbornness of my heart] or [I will have peace, though I follow my stubborn desires]
29:19	bcpu		rc://*/ta/man/translate/figs-abstractnouns	כִּ֛י בִּ⁠שְׁרִר֥וּת לִבִּ֖⁠י אֵלֵ֑ךְ	1	If your language does not use an abstract noun for the idea of **stubbornness**, you could express the same idea in another way. Alternate translation: [even though I stubbornly insist on doing what I want]
29:19	ug26		rc://*/ta/man/translate/figs-metaphor	סְפ֥וֹת הָ⁠רָוָ֖ה אֶת־הַ⁠צְּמֵאָֽה	1	Here Moses is speaking of people as if they were **wet** and **dry** land. Surprisingly, both the dry (wicked) and the wet (righteous) will be swept away even though typically only dry things can be swept easily. He uses **swept away** as an image that means that everyone will be destroyed, both the righteous and the wicked. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [everyone is destroyed together] or [all people are swept away]
29:19	v1s9		rc://*/ta/man/translate/figs-activepassive	סְפ֥וֹת הָ⁠רָוָ֖ה אֶת־הַ⁠צְּמֵאָֽה	1	The expression **are swept away** is a passive verbal form. If your language would not use that form, you could express the idea in active form or in another way that is natural in your language. If you need to say who does the action, the context indicates that it is Yahweh. Alternate translation: [Yahweh will sweep away the wet and the dry]
29:20	zp3x		rc://*/ta/man/translate/figs-idiom	יֶעְשַׁ֨ן אַף־יְהוָ֤ה וְ⁠קִנְאָת⁠וֹ֙ בָּ⁠אִ֣ישׁ הַ⁠ה֔וּא	1	The phrase **the nose of Yahweh … will smolder** is a common expression that means that Yahweh is very angry. If this phrase does not have that meaning in your language, use a comparable expression from your language that does have that meaning or state the meaning plainly. Alternate translation: [Yahweh, in his jealousy, will be very angry with that man]
29:20	ud3q		rc://*/ta/man/translate/figs-hendiadys	יֶעְשַׁ֨ן אַף־יְהוָ֤ה וְ⁠קִנְאָת⁠וֹ֙ בָּ⁠אִ֣ישׁ הַ⁠ה֔וּא	1	The phrase **the nose of Yahweh and his jealousy** expresses a single idea. The word **jealousy** tells more about **nose**. If it would be more natural in your language, you could express this meaning in a different way. Alternate translation: [Yahweh’s jealous anger will smolder against that man]
29:20	s8z0		rc://*/ta/man/translate/figs-metaphor	וְ⁠רָ֤בְצָה בּ⁠וֹ֙ כָּל־הָ֣⁠אָלָ֔ה הַ⁠כְּתוּבָ֖ה בַּ⁠סֵּ֣פֶר הַ⁠זֶּ֑ה	1	Here Moses is speaking as if the curses were objects that could physically **rest on** a person. He means that the curses will affect that person. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [and all the curses written in this book will affect him] or [and all the curses written in this book will happen to him]
29:20	tme6		rc://*/ta/man/translate/figs-activepassive	כָּל־הָ֣⁠אָלָ֔ה הַ⁠כְּתוּבָ֖ה בַּ⁠סֵּ֣פֶר הַ⁠זֶּ֑ה	1	The expression **written in this book** contains a passive verbal form. If your language would not use that form, you could express the idea in active form or in another way that is natural in your language. If you need to say who does the action, the context indicates that it is Moses. Alternate translation: [that I have written in this book]
29:20	gs9l		rc://*/ta/man/translate/figs-metaphor	וּ⁠מָחָ֤ה יְהוָה֙ אֶת־שְׁמ֔⁠וֹ	1	Here Moses is speaking as if Yahweh would literally **wipe out** someone’s name the way a person might erase writing. Moses means that Yahweh will completely destroy that person so that no one will remember him. See how you translated the similar expression “wipe out their name from under the heavens” in [9:14](../09/14.md). If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [and Yahweh will completely destroy him so he will be forgotten]
